ruta,tamano_bytes,motivo
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/DATOS/importaciones/excel_demo_detector.xlsx",6282,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/DATOS/importaciones/excel_demo_importador_articulos.xlsx",5169,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/DATOS/importaciones/excel_demo_importador_escandallos.xlsx",5173,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/DATOS/importaciones/excel_demo_importador_inventario.xlsx",5245,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/DATOS/importaciones/excel_demo_lector.xlsx",5669,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/DATOS/importaciones/excel_demo_mapeador.xlsx",5646,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/DATOS/db/snapshots/test_snapshot.json",3293,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/CORE/__pycache__/director_host_ai.cpython-313.pyc",1126,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/CORE/__pycache__/host_ai_core.cpython-313.pyc",37979,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/CORE/__pycache__/orquestador.cpython-313.pyc",22381,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/CORE/__pycache__/registro_pipelines.cpython-313.pyc",2337,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/CORE/__pycache__/__init__.cpython-313.pyc",136,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/APP/__pycache__/consola.cpython-313.pyc",29128,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/Proyecto Host IA 3.0/APP/__pycache__/__init__.cpython-313.pyc",135,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/base_pipeline.cpython-313.pyc",2342,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_actualizador_inteligente_precios_factura.cpython-313.pyc",3313,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_actualizador_inteligente_stock_factura.cpython-313.pyc",3646,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_alertas_inteligentes_precios.cpython-313.pyc",2721,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_alertas_inteligentes_stock.cpython-313.pyc",2944,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_analizador_inteligente_compras.cpython-313.pyc",2093,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_analizador_inteligente_escandallos.cpython-313.pyc",2332,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_analizador_inteligente_produccion.cpython-313.pyc",2312,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_analizador_inteligente_stock.cpython-313.pyc",2134,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_analizador_lenguaje_natural.cpython-313.pyc",2175,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_aprendizaje_relacion_proveedor.cpython-313.pyc",3720,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_asignador_recursos_produccion.cpython-313.pyc",2355,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_asistente_conversacional.cpython-313.pyc",2816,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_asistente_importacion_excel.cpython-313.pyc",2998,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_asistente_inteligente_host_ai_308.cpython-313.pyc",2502,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_auditoria_importaciones_universales.cpython-313.pyc",2601,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_auditoria_tecnica_host_ai_351.cpython-313.pyc",2312,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_automatizador_inteligente_308.cpython-313.pyc",2770,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_base_actualizacion_precios_factura.cpython-313.pyc",2704,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_base_actualizacion_stock_factura.cpython-313.pyc",2621,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_base_importador_universal_facturas.cpython-313.pyc",2658,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_base_lineas_factura.cpython-313.pyc",2729,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_base_ocr_documentos.cpython-313.pyc",2494,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_base_relacion_articulos_factura.cpython-313.pyc",2745,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_buscador_articulos_parecidos.cpython-313.pyc",2931,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_cierre_escandallos_inteligentes.cpython-313.pyc",2386,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_cierre_gestion_inteligente_stock.cpython-313.pyc",2119,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_cierre_ia_conversacional_308.cpython-313.pyc",2240,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_cierre_importador_universal.cpython-313.pyc",2237,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_cierre_inteligencia_compras.cpython-313.pyc",2207,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_cierre_inteligente_produccion.cpython-313.pyc",2606,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_comparador_historico_escandallos.cpython-313.pyc",2406,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_comparador_inteligente_proveedores.cpython-313.pyc",2498,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_comparador_proveedores_precios.cpython-313.pyc",2488,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_compras.cpython-313.pyc",3564,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_conflictos_excel.cpython-313.pyc",2780,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_control_ejecucion_produccion.cpython-313.pyc",2327,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_control_inteligente_movimientos_stock.cpython-313.pyc",2080,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_costes.cpython-313.pyc",4682,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_detector_anomalias_compras.cpython-313.pyc",2117,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_detector_campos_linea_factura.cpython-313.pyc",2525,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_detector_excel.cpython-313.pyc",2683,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_ejecutor_importador_universal_facturas.cpython-313.pyc",2908,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_escandallos.cpython-313.pyc",3643,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_evento.cpython-313.pyc",4590,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_evento_api.cpython-313.pyc",9012,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_excel.cpython-313.pyc",2309,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_generador_inteligente_respuestas.cpython-313.pyc",2420,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_historico_inteligente_precios.cpython-313.pyc",3334,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_historico_inteligente_stock.cpython-313.pyc",3331,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_ia_culinaria.cpython-313.pyc",3847,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_importador_articulos_excel.cpython-313.pyc",2825,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_importador_escandallos_excel.cpython-313.pyc",2511,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_importador_inventario_excel.cpython-313.pyc",2986,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_lector_completo_lineas_factura.cpython-313.pyc",3193,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_lector_facturas_con_ocr.cpython-313.pyc",2824,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_mapeador_columnas_excel.cpython-313.pyc",3854,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_memoria_conversacional_308.cpython-313.pyc",3181,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_alertas_escandallos.cpython-313.pyc",2165,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_alertas_produccion.cpython-313.pyc",2256,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_alertas_stock.cpython-313.pyc",2622,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_conversacional_308.cpython-313.pyc",2937,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_inteligente_pedidos.cpython-313.pyc",2770,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_ocr_simulado.cpython-313.pyc",2584,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_optimizacion_carta.cpython-313.pyc",2361,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_motor_recomendaciones_compras.cpython-313.pyc",1926,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_optimizador_inteligente_produccion.cpython-313.pyc",2439,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_optimizador_inteligente_recetas.cpython-313.pyc",2408,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_optimizador_stock.cpython-313.pyc",2090,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_parser_lineas_factura.cpython-313.pyc",2915,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_pdf_facturas.cpython-313.pyc",2917,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_persistencia.cpython-313.pyc",2538,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_planificador_inteligente_produccion.cpython-313.pyc",2436,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_prediccion_inteligente_precios.cpython-313.pyc",2573,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_prediccion_inteligente_rentabilidad.cpython-313.pyc",2391,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_prediccion_necesidades_stock.cpython-313.pyc",2289,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_prediccion_roturas_stock.cpython-313.pyc",2555,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_produccion_completa.cpython-313.pyc",2915,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_produccion_real.cpython-313.pyc",3315,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_proveedores_pdf.cpython-313.pyc",3748,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_reconciliador_inteligente_stock.cpython-313.pyc",2212,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_reconciliador_stock_factura.cpython-313.pyc",2555,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_relacionador_automatico_articulos_factura.cpython-313.pyc",4415,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_replanificador_inteligente_produccion.cpython-313.pyc",2417,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_resumen_ejecutivo_importaciones.cpython-313.pyc",2162,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_selector_inteligente_motores.cpython-313.pyc",2396,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_simulador_costes_escandallos.cpython-313.pyc",2225,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_stock.cpython-313.pyc",5606,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_stock_por_ubicaciones.cpython-313.pyc",3111,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_validador_corrector_ocr.cpython-313.pyc",2430,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_validador_lineas_factura.cpython-313.pyc",4080,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/pipeline_validador_relaciones_articulos_factura.cpython-313.pyc",3344,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/PIPELINES/__pycache__/__init__.cpython-313.pyc",141,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_asistente_conversacional.cpython-313.pyc",11951,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_compras.cpython-313.pyc",5961,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_costes_inteligente.cpython-313.pyc",16433,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_escandallos_inteligente.cpython-313.pyc",8552,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_eventos.cpython-313.pyc",7308,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_ia_culinaria.cpython-313.pyc",14539,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_memoria_operacional.cpython-313.pyc",1100,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_persistencia.cpython-313.pyc",5984,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_produccion_completa.cpython-313.pyc",7847,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_produccion_real.cpython-313.pyc",13927,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_simulador_produccion_evento.cpython-313.pyc",1590,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/motor_stock.cpython-313.pyc",11112,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MOTORES/__pycache__/__init__.cpython-313.pyc",139,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/actualizacion_precios_factura.cpython-313.pyc",5855,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/actualizacion_stock_factura.cpython-313.pyc",5737,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/alertas_inteligentes_stock_305.cpython-313.pyc",2950,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/alertas_precios.cpython-313.pyc",2179,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/alertas_produccion_306.cpython-313.pyc",1736,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/alertas_stock.cpython-313.pyc",2092,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/analisis_compras.cpython-313.pyc",2466,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/analisis_inteligente_stock.cpython-313.pyc",3506,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/analisis_produccion_306.cpython-313.pyc",2373,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/anomalias_compras.cpython-313.pyc",3037,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/api_interna.cpython-313.pyc",2938,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/asistente_conversacional.cpython-313.pyc",3223,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/asistente_importacion_excel.cpython-313.pyc",2949,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/auditoria_host_ai_351.cpython-313.pyc",1168,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/auditoria_importaciones.cpython-313.pyc",2399,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/cierre_gestion_stock.cpython-313.pyc",1239,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/cierre_importador_universal.cpython-313.pyc",2353,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/cierre_inteligencia_compras.cpython-313.pyc",3407,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/comparador_proveedores_inteligente.cpython-313.pyc",2912,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/compras.cpython-313.pyc",3444,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/conflictos_excel.cpython-313.pyc",3479,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/control_movimientos_stock_305.cpython-313.pyc",3273,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/costes_inteligentes.cpython-313.pyc",7214,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/deteccion_excel.cpython-313.pyc",3632,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/ejecucion_produccion_306.cpython-313.pyc",3294,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/escandallos_inteligentes.cpython-313.pyc",6097,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/escandallos_inteligentes_307.cpython-313.pyc",6933,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/excel_importacion.cpython-313.pyc",3823,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/historico_precios.cpython-313.pyc",3118,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/historico_stock.cpython-313.pyc",3061,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/ia_conversacional_308.cpython-313.pyc",7826,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/ia_culinaria.cpython-313.pyc",4415,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/importacion_articulos_excel.cpython-313.pyc",4417,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/importacion_escandallos_excel.cpython-313.pyc",3028,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/importacion_inventario_excel.cpython-313.pyc",4984,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/importacion_universal_facturas.cpython-313.pyc",3688,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/lineas_factura.cpython-313.pyc",6828,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/mapeo_columnas_excel.cpython-313.pyc",4195,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/motor_pedidos_inteligente.cpython-313.pyc",3102,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/ocr_documentos.cpython-313.pyc",2192,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/optimizacion_produccion_306.cpython-313.pyc",3300,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/optimizacion_stock.cpython-313.pyc",1987,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/pdf_facturas.cpython-313.pyc",3506,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/planificacion_produccion_306.cpython-313.pyc",3358,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/MODELOS/__pycache__/prediccion_necesidades_stock.cpython-313.pyc",2236,"copia_anidada_del_proyecto"
